url,industries,regions,keywords,prompt,notes,period,type,paywalled
https://www.offshore-energy.biz,,Global,,"Master string:
site:www.offshore-energy.biz ((""contract"" OR ""awarded"" OR ""signed"" OR ""deal"" OR ""agreement"") AROUND(7) (""EPC"" OR ""EPCI"" OR ""FEED"" OR ""development"")) AND (""offshore wind"" OR ""floating wind"" OR ""hydrogen"" OR ""oil and gas"" OR ""subsea"" OR ""CCS"") AND (""vessel"" OR ""turbine"" OR ""foundation"" OR ""fabrication"" OR ""installation"") -webinar -podcast -whitepaper -event -stock

Major EPCI Awards:
site:www.offshore-energy.biz (""contract awarded"" OR ""selected as"" OR ""preferred supplier"") AND (""EPCI"" OR ""FEED"" OR ""T&I"") AND (""offshore wind"" OR ""FPSO"" OR ""hydrogen"")


Vessel & Fleet Signals:
site:www.offshore-energy.biz (""charter"" OR ""vessel"" OR ""fleet"" OR ""mobilization"") AND (""installation"" OR ""construction"" OR ""commissioning"")

FID & Development:
site:www.offshore-energy.biz (""FID"" OR ""Final Investment Decision"" OR ""greenlit"" OR ""approved"") AND (""project"" OR ""farm"" OR ""development"")",,,news,
https://cleantechnica.com,,Global,,"Master string:
site:cleantechnica.com ((""awarded"" OR ""signed"" OR ""won"") AROUND(7) (""contract"" OR ""agreement"" OR ""tender"" OR ""project"") AND (""EPC"" OR ""EPCI"" OR ""developer"")) OR ((""supply"" OR ""partnership"" OR ""order"") AROUND(10) (""batteries"" OR ""turbines"" OR ""modules"" OR ""components"")) OR ((""groundbreaking"" OR ""construction"" OR ""site"") AROUND(8) (""begins"" OR ""starts"" OR ""underway"" OR ""mobilization"")) (""Renewable"" OR ""Wind"" OR ""Solar"" OR ""Hydrogen"" OR ""Grid"" OR ""Storage"") -webinar -podcast -whitepaper -event -conference -forecast -stock

Prime Contracts:
site:cleantechnica.com (""awarded"" OR ""signed"" OR ""secured"") AROUND(7) (""contract"" OR ""agreement"" OR ""tender"") (""EPC"" OR ""EPCI"" OR ""development"")

Supply Chain:
site:cleantechnica.com (""supply"" OR ""partnership"" OR ""order"") AROUND(10) (""batteries"" OR ""turbines"" OR ""modules"" OR ""electrolyzers"")

Mobilization:
site:cleantechnica.com (""groundbreaking"" OR ""construction"" OR ""commissioning"") AROUND(8) (""begins"" OR ""starts"" OR ""underway"" OR ""site"")",,,news,
https://www.greenbiz.com,,US / Global,,"Master string:
site:trellis.net ((""Lead Companies"" OR ""MN8 Energy"" OR ""Clearloop"" OR ""Climate Impact Partners"" OR ""Microsoft"" OR ""Rivian"" OR ""Intuit"") AROUND(15) (""Project"" OR ""Agreement"" OR ""PPA"" OR ""Offtake"" OR ""100MW"" OR ""Gigawatt"" OR ""Expansion"")) OR ((""Solar"" OR ""Wind"" OR ""Bioenergy"" OR ""SAF"" OR ""Green Hydrogen"" OR ""Carbon Removal"" OR ""Lithium-ion"") AROUND(10) (""Supply Chain"" OR ""Procurement"" OR ""Scope 3"" OR ""Embodied Carbon"" OR ""Net Zero"")) OR ((""Hiring"" OR ""Careers"" OR ""Job"" OR ""Vacancy"" OR ""Talent"" OR ""Workforce"") AROUND(8) (""Sustainability"" OR ""Energy"" OR ""Policy"" OR ""Engineering"" OR ""ESG"")) -webinar -podcast -whitepaper -event -conference -forecast -stock

Project Leads:
site:trellis.net (""announced"" OR ""awarded"" OR ""launch"") AROUND(10) (""Project"" OR ""Facility"" OR ""Plant"") (""Hydrogen"" OR ""Offshore Wind"" OR ""Grid"" OR ""Storage"")

Procurement Intelligence:
site:trellis.net (""Scope 3"" OR ""Supply Chain"" OR ""Procurement"") AROUND(5) (""Director"" OR ""VP"" OR ""Head of"") (""Decarbonization"" OR ""Sourcing"")


Contract Signals:
site:trellis.net (""signed"" OR ""agreement"" OR ""partnership"") AND (""PPA"" OR ""EPC"" OR ""Offtake"") -webinar -report",,,news,
https://www.climatechangenews.com,,Global,,,,,news,
https://www.carbonbrief.org,,UK / Global,,,,,news,
https://energycentral.com,,Global,,,,,news,
https://www.energyintel.com,,Global,,,,,news,
https://www.reuters.com/business/energy,,Global,,,,,news,
https://www.bloomberg.com/energy,,Global,,,,,news,
https://www.ft.com/climate-capital,,Global,,,,,news,
https://www.wsj.com/news/business/energy-oil-gas,,Global,,,,,news,
https://energydigital.com,,Global,,,,,news,
https://www.altenergymag.com,,Global,,,,,news,
https://energyindustryreview.com,,EU / Global,,,,,news,
https://www.energytech.com,,US / Global,,,,,news,
https://www.worldenergy.org/news,,Global,,,,,news,
https://energytransition.org,,Global,,,,,news,
https://www.energynewsbulletin.net,,Global,,,,,news,
https://oilprice.com/Energy/Energy-General,,Global,,,,,news,
https://www.hartenergy.com,,US / Global,,,,,news,
https://www.spglobal.com/commodityinsights,,Global,,,,,news,
https://www.argusmedia.com,,Global,,,,,news,
https://www.fastmarkets.com,,Global,,,,,news,
https://www.spglobal.com/platts,,Global,,,,,news,
https://asia.nikkei.com/Business/Energy,,APAC,,,,,news,
https://www.energy-reporters.com,,Global,,,,,news,
https://energybusinessreview.com,,Global,,,,,news,
https://www.energymanagermagazine.co.uk,,UK,,,,,news,
https://www.powerinfotoday.com,,Global,,,,,news,
https://www.energyglobal.com,,Global,,,,,news,
https://www.worldpipelines.com,,Global,,,,,news,
https://www.pipeline-journal.net,,Global,,,,,news,
https://www.lngindustry.com,,Global,,,,,news,
https://www.gasworld.com,,Global,,,,,news,
https://www.energytodaymag.com,,Global,,,,,news,
https://www.environmentenergyleader.com,,US / Global,,,,,news,
https://www.smartenergydecisions.com,,US,,,,,news,
https://renews.biz,,Global,,,,,news,
https://www.offshorewind.biz,,Global,,,,,news,
https://www.windpowermonthly.com,,Global,,,,,news,
https://www.windtech-international.com,,Global,,,,,news,
https://www.4coffshore.com,,Global,,,,,news,
https://balticwind.eu,,EU,,,,,news,
https://www.windfair.net,,EU,,,,,news,
https://www.offshorewindindustry.com,,Global,,,,,news,
https://wab.net,,EU,,,,,news,
https://www.windenergyhamburg.com,,EU,,,,,news,
https://www.scottishrenewables.com,,UK,,,,,news,
https://www.windsystemsmag.com,,Global,,,,,news,
https://www.windpowerengineering.com,,US,,,,,news,
https://windeurope.org/news/,,EU,,,,,news,
https://gwec.net/news,,Global,,,,,news,
https://cleanpower.org/news,,US,,,,,news,
https://www.oedigital.com/wind,,Global,,,,,news,
https://www.marinelink.com/,,Global,,,,,news,
https://www.gwec.net/news,,Global,,,,,news,
https://www.winddaily.com,,Global,,,,,news,
https://www.offshorewindasia.com,,APAC,,,,,news,
https://jwpa.jp/en/information/,,Japan,,,,,news,
https://www.kweia.or.kr,,Korea,,,,,news,
https://www.iberdrola.com/press-room,,EU / Global,,,,,news,
https://group.vattenfall.com/press-and-media,,EU,,,,,news,
https://orsted.com/en/media/news,,Global,,,,,news,
https://www.rwe.com/en/press,,Global,,,,,news,
https://www.equinor.com/news,,Global,,,,,news,
https://www.sserenewables.com/news-and-views/,,EU,,,,,news,
https://www.oceanwinds.com/news-articles/,,Global,,,,,news,
https://parkwind.eu/news,,EU,,,,,news,
https://www.skybornrenewables.com/newsroom,,Global,,,,,news,
https://www.northlandpower.com/en/news/press-release/northland-power-announces-its-fourth-quarter-2025-financial-results-release-date-and-provides-earnin.aspx,,Global,,,,,news,
https://www.pv-tech.org,,Global,,,,,news,
https://www.pv-magazine.com,,Global,,,,,news,
https://www.solarpowerportal.co.uk,,UK,,,,,news,
https://www.solarthermalworld.org,,Global,,,,,news,
https://www.solarplaza.com,,Global,,,,,news,
https://solarquarter.com,,Global,,,,,news,
https://solarenergyuk.org/news,,UK,,,,,news,
https://www.pv-magazine.de,,EU,,,,,news,
https://www.photovoltaik.eu,,EU,,,,,news,
https://www.solarify.eu,,EU,,,,,news,
https://www.solarpowereurope.org/news,,EU,,,,,news,
https://www.seia.org/news,,US,,,,,news,
https://pv-magazine-usa.com,,US,,,,,news,
https://www.solarpowerworldonline.com,,US,,,,,news,
https://solarbuildermag.com,,US,,,,,news,
https://www.solarreviews.com/blog,,US,,,,,news,
https://solarindustrymag.com,,US,,,,,news,
https://www.solardaily.com,,Global,,,,,news,
https://seia.org/news/,,US,,,,,news,
https://www.energy-storage.news,,Global,,,,,news,
https://www.ess-news.com,,Global,,,,,news,
https://www.batterypoweronline.com,,Global,,,,,news,
https://www.energystoragecanada.org/news-1/,,Canada,,,,,news,
https://www.energystoragereport.info,,Global,,,,,news,
https://batterytechonline.com,,Global,,,,,news,
https://www.liionbatterynews.com,,Global,,,,,news,
https://www.thebatterymagazine.com/tag/gridscalestorage/,,Global,,,,,news,
https://energystorageeurope.eu/,,EU,,,,,news,
https://energystoragecoalition.eu/news/,,Global,,,,,news,
https://www.ldescouncil.com/news,,Global,,,,,news,
https://www.catl.com/en/news,,Global,,,,,news,
https://northvolt.com/news,,EU,,,,,news,
https://www.panasonic.com/global/energy/news,,Global,,,,,news,
https://www.wartsila.com/media/news,,Global,,,,,news,
https://www.hydrogeninsight.com,,Global,,,,,news,
https://www.h2-view.com,,Global,,,,,news,
https://www.hydrogenfuelnews.com,,Global,,,,,news,
https://hydrogeneurope.eu/news,,EU,,,,,news,
https://www.clean-hydrogen.europa.eu/news,,EU,,,,,news,
https://www.h2bulletin.com,,Global,,,,,news,
https://www.hydrogenwire.com,,Global,,,,,news,
https://fuelcellsworks.com,,Global,,,,,news,
https://www.hydrogentechworld.com,,Global,,,,,news,
https://www.ammoniaenergy.org/news,,Global,,,,,news,
https://hydrogencouncil.com/news,,Global,,,,,news,
https://www.airproducts.com/news,,Global,,,,,news,
https://nelhydrogen.com/news,,Global,,,,,news,
https://www.itm-power.com/news,,Global,,,,,news,
https://utilityweek.co.uk,,,,,,,news,
https://www.energylivenews.com,,,,,,,news,
https://www.energymonitor.ai,,,,,,,news,
https://www.eurelectric.org/news,,,,,,,news,
https://www.tennet.eu/news,,,,,,,news,
https://www.statnett.no/en/,,,,,,,news,
https://www.nationalgrid.com/stories,,,,,,,news,
https://eepower.com/news/category/smart-grid/#,,,,,,,news,
https://www.tdworld.com,,,,,,,news,
https://www.rtoinsider.com,,,,,,,news,
https://www.transmissionhub.com,,,,,,,news,
https://www.power-grid.com,,,,,,,news,
https://www.entsoe.eu/news,,,,,,,news,
https://www.entsog.eu/announcements,,,,,,,news,
https://www.acer.europa.eu/news-and-events/news,,,,,,,news,
https://www.ceer.eu/news,,,,,,,news,
https://www.eurogas.org/news,,,,,,,news,
https://www.eei.org/resources-and-media/Newsroom,,,,,,,news,
https://www.caiso.com/news,,,,,,,news,
https://www.elia.be/en/news,,,,,,,news,
https://www.terna.it/en/media/news,,,,,,,news,
https://www.ree.es/en/press-office,,,,,,,news,
https://www.amprion.net/Presse/Pressemitteilungen/Presse%C3%BCbersicht_aktuell.html,,,,,,,news,
https://www.50hertz.com/en/News,,,,,,,news,
https://www.fingrid.fi/en/news/news/?pageSize=5&page=1&language=en,,,,,,,news,
https://www.hydroreview.com,,,,,,,news,
https://www.waterpowermagazine.com,,,,,,,news,
https://www.hydropower-dams.com,,,,,,,news,
https://www.oceanenergy-europe.eu/,,,,,,,news,
https://orbitalmarine.com/news,,,,,,,news,
https://minesto.com/news,,,,,,,news,
https://verdantpower.com/news,,,,,,,news,
https://www.hydropower.org/news,,,,,,,news,
https://www.andritz.com/newsroom-en/newsletters,,,,,,,news,
https://www.voith.com/corp-en/news-room.html,,,,,,,news,
https://www.ge.com/news/hydropower,,,,,,,news,
https://www.statkraft.com/newsroom,,,,,,,news,
https://www.bchydro.com/news,,,,,,,news,
https://edp.com/en/media/news,,,,,,,news,
https://www.enel.com/media,,,,,,,news,
https://bioenergyinternational.com,,,,,,,news,
https://www.bioenergy-news.com,,,,,,,news,
https://www.biogasworld.com/news,,,,,,,news,
https://www.worldbiogasassociation.org/news,,,,,,,news,
https://biomassmagazine.com,,,,,,,news,
https://biofuelsdigest.com,,,,,,,news,
https://advancedbiofuelsusa.info,,,,,,,news,
https://ethanolproducer.com,,,,,,,news,
https://biodieselmagazine.com,,,,,,,news,
https://www.waste-to-energy.com/news,,,,,,,news,
https://ethanolrfa.org/news,,,,,,,news,
https://www.europeanbiogas.eu/news,,,,,,,news,
https://www.drax.com/news,,,,,,,news,
https://www.envivabiomass.com/news,,,,,,,news,
https://www.neste.com/news,,,,,,,news,
https://totalenergies.com/media/news,,,,,,,news,
https://www.shell.com/media/news,,,,,,,news,
https://www.bp.com/en/global/corporate/news,,,,,,,news,
https://chevron.com/newsroom,,,,,,,news,
https://www.repsol.com/en/press-room,,,,,,,news,
https://www.thinkgeoenergy.com,,,,,,,news,
https://www.egec.org/news,,,,,,,news,
https://www.geothermal.org/news,,,,,,,news,
https://www.geoexpro.com,,,,,,,news,
https://geothermalrising.org/news,,,,,,,news,
https://www.geothermal-energy.org/news,,,,,,,news,
https://thinkgeoenergy.com/reports,,,,,,,news,
https://www.isor.is/en/news,,,,,,,news,
https://ormat.com/news,,,,,,,news,
https://www.calpine.com/news,,,,,,,news,
https://www.enelgreenpower.com/media,,,,,,,news,
https://www.kengen.co.ke/news,,,,,,,news,
https://pertamina.com/en/news,,,,,,,news,
https://www.geopower-europe.com,,,,,,,news,
https://www.geoheat.org/news,,,,,,,news,
https://www.geodrillinginternational.com,,,,,,,news,
https://www.geoenergyinsights.com,,,,,,,news,
https://www.geoexchange.org/news,,,,,,,news,
https://www.hotrockenergy.com/news,,,,,,,news,
https://www.superhotrockenergy.com/news,,,,,,,news,
https://www.iea.org/news,,,,,,,news,
https://www.irena.org/newsroom,,,,,,,news,
https://www.ren21.net/news,,,,,,,news,
https://energy.ec.europa.eu/news,,,,,,,news,
https://climate.ec.europa.eu/news,,,,,,,news,
https://joint-research-centre.ec.europa.eu/news,,,,,,,news,
https://www.eea.europa.eu/highlights,,,,,,,news,
https://ember-climate.org/insights,,,,,,,news,
https://www.bruegel.org/topic/energy,,,,,,,news,
https://www.oxfordenergy.org/news,,,,,,,news,
https://www.e3g.org/news,,,,,,,news,
https://www.euractiv.com/energy,,,,,,,news,
https://www.montelnews.com,,,,,,,news,
https://www.endseurope.com,,,,,,,news,
https://www.atlanticcouncil.org/energy,,,,,,,news,
https://www.csis.org/programs/energy-security,,,,,,,news,
https://www.brookings.edu/topic/energy,,,,,,,news,
https://www.chathamhouse.org/topics/energy,,,,,,,news,
https://www.iiss.org/topics/energy-security,,,,,,,news,
https://energypolicytracker.org,,,,,,,news,
https://www.climatepolicyinitiative.org/news,,,,,,,news,
https://rmi.org/news,,,,,,,news,
https://www.wri.org/news,,,,,,,news,
https://www.globalccsinstitute.com/news,,,,,,,news,
https://www.cleanenergycouncil.org.au/news,,,,,,,news,
https://orsted.com/en/media/newsroom,,,,,,,news,
https://www.vestas.com/en/media,,,,,,,news,
https://www.siemensgamesa.com/en-int/newsroom,,,,,,,news,
https://www.rwe.com/en/press,,,,,,,news,
https://www.equinor.com/news,,,,,,,news,
https://totalenergies.com/media,,,,,,,news,
https://www.shell.com/media,,,,,,,news,
https://www.bp.com/en/global/corporate/news,,,,,,,news,
https://www.enel.com/media,,,,,,,news,
https://www.edf.fr/en/newsroom,,,,,,,news,
https://www.statkraft.com/media,,,,,,,news,
https://www.hitachienergy.com/news,,,,,,,news,
https://www.siemens-energy.com/news,,,,,,,news,
https://www.ge.com/news/energy,,,,,,,news,
https://www.subsea7.com/en/media/news,,,,,,,news,
https://www.mcdermott.com/Newsroom,,,,,,,news,
https://www.saipem.com/en/media/news,,,,,,,news,
